comment_id,text,likes,author,author_id,timestamp,time_text,is_pinned
UgzwQQwvJl3QD5a53Hd4AaABAg,"2 Des Yemilu Sewoch Weg, Betam Amesagnalew Fetari Zerachun Ybarek:hand-pink-waving::hand-pink-waving::hand-pink-waving:",1,@gosayeejigu4066,UCwCu0cTBMYXUmt9ayBclEhw,1749600000,3 weeks ago,False
UgxFo5WzA_-IL8oOh3h4AaABAg,Wow it is a good idea and bji is a good Ethiopian business person i appreciate also please selemon continue just like it Thank you,0,@ousmanoumer7982,UCFSH6Gp3rI5FKA3s89hBtIw,1750204800,2 weeks ago,False
Ugz_KcX1kmiZJeQQ9pR4AaABAg,wow  amazing  discussion both of you thank you,0,@gh-dc2yx,UCD5wIHzrb-p0aKK1QQCV2Jw,1750204800,2 weeks ago,False
Ugw3NJEkTxp4I1sjxop4AaABAg,ውይይታችሁ ተመችቶናል❤❤❤,2,@DebochTeja,UC5NpHiVZF0TGDRJkx0ivqPg,1749600000,3 weeks ago,False
UgzVKgZ3hOhyk6OYRMd4AaABAg,Thanks,0,@dtdtdffff-ghghghg,UCB8ku05z4hmC1j7iu_Ll1AQ,1750204800,2 weeks ago,False
UgxP5_JPu6XC5L8rWdt4AaABAg,THANK YOU X1000,0,@Yirdawgemechu,UC_dOjDPx2rgFZNh05BJbooQ,1750204800,2 weeks ago,False
UgzTXMaJLziv5om0LrZ4AaABAg,Nice interview ❤❤❤❤❤,1,@Eyobseyfu12196,UCE8L4ROSESRG3AC1WhuLNSw,1749600000,3 weeks ago,False
UgzZCt-HPq9Gl6PCUzN4AaABAg,ጎበዝ አስተማሪዎች ናችሁ። እናመሰግናለን። ወጣቶች ስሙ።  Hello Burkinafaso   ይሳካላችሁ።,1,@bekelechtolaboku4650,UCAEw4I-r1EBtFQtamZ-ZInA,1749600000,3 weeks ago,False
UgyHPTUYkqUNZtNXnIV4AaABAg,Thanks!,0,@girmadesisse9235,UCX7zapgUJ3CK-kHDCgoGZYw,1749600000,3 weeks ago,False
UgyHPTUYkqUNZtNXnIV4AaABAg.AJC7w5bdzwQAJC8QQDBw8U,Thank you so much!,0,@GEBEYANU,UCb9fEB6StrknyRiSSzQ7H0A,1749600000,3 weeks ago,False
UgwKDuyuah0XurueJ7Z4AaABAg,IS nice descation,0,@GetahunFikre-x3u,UCnkaTu8ir5H2-sAddXqd9-g,1750204800,2 weeks ago,False
Ugy9X1Gt5cPQZigVvBl4AaABAg,ሰሎሞን ክቡር ወንድም  የምታመጣው ፕሮግራም በጣም ጠቃሚ ነውበርታ,1,@habteteclehaimanot1797,UCbGwqzf-45TbjLGBfR4ohAw,1749600000,3 weeks ago,False
UgwCgLtSMi9LXg-F_Wx4AaABAg,"I really appreciate this show. It's insightful and thought-provoking, offering valuable perspectives that encourage reflection and learning!",0,@askwalla,UCz3pbJErmDBL5tCI1J4y2Ag,1749600000,3 weeks ago,False
UgxyhXToUQKU5P90b1d4AaABAg,It was a great discussion . Motivational to become innovative.,1,@letustalkfacttruth2431,UC6kFzwVldiDv4w5gNsQX1nQ,1749600000,3 weeks ago,False
UgzDUu8koEJsPKWGFOV4AaABAg,Fruitful and educational!,0,@IsraelPetros,UC1cGWnrqq2jk506jtPZW9UQ,1749600000,3 weeks ago,False
Ugxt-wp3-YznCKnAuPt4AaABAg,"wow wowwww i have no words for this hard worker ,humble man...",0,@Nuredinhusen-t2l,UC5N7IsAvtBfSKDS2-752rzw,1749600000,3 weeks ago,False
UgxomVhIbLGU7t9eGNR4AaABAg,Thank you very much sir,0,@Successstory211,UCCjm0S4bZmikjr66KCUT4xw,1749600000,3 weeks ago,False
UgxdZoajopi8A4q7fhx4AaABAg,ይህን ሰው መንግስት በብርቱ ማገዝ አለበት ለምሳሌ መሬት በየቦታው በነፃ መስጠት ምክነያቱም ህንፃ ሠርቶ የሚያከራይ ራስወዳድ ሰው አይደለም ፋብሪካ የሚሰራ ሠው የሚያግዝ ቀና እና ታታሪ ሰው ነው ስለዚህ መንግስት በየሜዳው ዲም ላይት በመስቀል ህዝብ መመገብ ማኖር አይችልምና እንደነዚህ አይነት ሰዎችን ማበረታታት አለበት,5,@Wossen-e9r,UCK0g_4Dn51-RqCsR69ntjhg,1749600000,3 weeks ago,False
Ugx-6RrZR1MmlxpdAit4AaABAg,"Before 30 years there was Science and Technology institute in Ethiopia with a mission of internal development. But due to policies and various internal and external factors did not become effective in the development of the country. The institute used to hire good students from colleges and universities, unfortunate not to grow and develop to the expectation. All your discussions bring a lot of questions to my mind. Thank you both.",0,@letustalkfacttruth2431,UC6kFzwVldiDv4w5gNsQX1nQ,1749600000,3 weeks ago,False
Ugxcc2ll04KZ_TV6o_R4AaABAg,Sole።የምትጋብዘው እንግዳ በጣም ጥሩ ነው ነገር ግን ሻይ ቡና ይላል ግን ሻይቡና ይኑራቹ በርታ የቢአይጂን አስተማሪ ነው አስተማሪ ነው,0,@DawitAdemasu,UCBRkGfqZ9OemPA52Iz7sbMA,1750204800,2 weeks ago,False
UgxAQT1JRodwDx_DyNN4AaABAg,"""Hey, I loved the guests you had on, they were really interesting! But honestly, it felt like you were cutting them off mid-answer and inserting your own opinions. Would love it if you let them finish their thoughts before sharing yours. Keeps the conversation flowing better and respects the guest's perspective.""  Or a bit more direct:  ""Great guests, but please let them finish answering before sharing your thoughts. It'd make for a more respectful and engaging conversation.""",3,@ankojos,UCQq-dQwMbGoTjS3sIRAdKRA,1749600000,3 weeks ago,False
UgzvEEBxfOkPPHjg6_N4AaABAg,"Gebeyanu ...lessonfull chanel.,,",0,@alemgenaniguse5508,UCs5Lw6YpSx4KL8YrpuMR6dQ,1749600000,3 weeks ago,False
UgwM_nTxlE-04tUcg8p4AaABAg,It's nice program,0,@leilaibrahim5916,UCdcRYYmL013wlHi_VTkPBtA,1749600000,3 weeks ago,False
UgwFoKv6b-hntmrVtN54AaABAg,ክፍል ሦስት ሣምንት እንጠብቃለን,1,@SemegnewfeteneSemegnewfetene,UCf6dvK_yO1L3V7jFOCXE1Rw,1749600000,3 weeks ago,False
Ugw3vRn4xEdS0A0s1cF4AaABAg,"Ethiopian geniuses!!!!,",1,@mettik1562,UC4kxP3LpBAtxS6D2Qau31nw,1749600000,3 weeks ago,False
UgwSQ65rwxIz-R0Hs9t4AaABAg,👌👌👌,0,@asayehegnmeharu7421,UCeaj2TK8QqVxfzMkpC8rDSw,1749600000,3 weeks ago,False
Ugw3XA3LUmB5JF8TLGd4AaABAg,አጠያየቁም መልሱም ድንቅ ነው!,0,@TadelechGebru-td5eb,UCepwJynKyNy7IrKHj0NL3lQ,1750204800,2 weeks ago,False
UgzIxtkrfvpz6L5Bpbp4AaABAg,Menew denget tequarete Traiorie dewele ende?,0,@andualemgemechu5937,UC286Z_Sj0PpMsfL3_rXBgNA,1751241600,2 days ago,False
Ugx-Qkisu2SideIzPLt4AaABAg,ኮንፊደንስህ በጣም ይገርመኛል,1,@danielabel6643,UCq4G6kNhQlTeyDcbvPoam3A,1749600000,3 weeks ago,False
UgwO6Dt3vorUFfaQKJB4AaABAg,❤❤❤❤❤❤❤❤,0,@aksumawitfetwi5669,UCYCCK2cU0Gp9pLTv6sPjrlg,1749600000,3 weeks ago,False
UgwhsGqn5YYDWuPZA8t4AaABAg,Wawwww,0,@tesfamichaelgebrekirstos3012,UCn-zeilcIEyWNY3CYLw9N_Q,1749600000,3 weeks ago,False
UgwN7CdNSXruhFWqIgx4AaABAg,ቢጃይ በጣም የማንበብ ልምድ እንዳለህ ከ ኢንተርቪው ተረድቻለው  የብዙ ሰው ምሳሌ ነህ።,0,@tsinatsileshi-zl1ws,UCBU25gQFKAZRVy3zLxxM86Q,1749600000,3 weeks ago (edited),False
UgxaPIng_7U7RnUo4j14AaABAg,ቢጂ እንትን የምትለው ልማዳዊ አነጋገር ቅረፍት ሀሳብክ ግልፅ እንዳይሆን እየደበቀብክ ነው  ሌላው የአዕምሮ ጉልበቴ ሲዝል የማበርታት የምሰማክ ውዱ ጋደኛዬ ነክ በአካል ባላቅክም,2,@euro24ingermanykemal,UCpTI2MdVeO45MU2GmZLfH1w,1749600000,3 weeks ago,False
Ugw73chRZHqCd55jl1p4AaABAg,"አንጅን እንድናመርት ምዕራባውያን ስለማይፈልጉ  """"ይህንን ሰብሮ የሚወጣ ቁርጠኛ አመራር ይፈልጋል  !እንዳለመታደል ሁኖ የለንም  ::",0,@hundetafa4450,UCnI7iWudCgYCU1qyQfBRSAA,1749600000,3 weeks ago,False
UgyvAa0dt1-d61xPGgp4AaABAg,እንደው ቢጂአይ ጋር የጽዳት ሰራተኛም ሆኜ መቀጠር እፈልጋለው,0,@EyasuTeka-m7d,UCRZIFH86aELkO9OCto99FmA,1750204800,2 weeks ago,False
UgwleTNxiqz_EGISLYN4AaABAg,የጋዜጠኛ ቁንጮ ሰለሞን እኔ ያንተ አስተሳሰብ ይገርመኛል እንከን አይወጣልህም,3,@mesfinsolomon1866,UCBeiWu_FqdTI0xkGkBLBV8g,1749600000,3 weeks ago,False
UgwmyOSuc2_12Pt-4e14AaABAg,"30:33 a combination of economic, technical, and structural challenges, not because Africans lack the intelligence or capability. High Capital Investment Required 	•	Manufacturing car engines requires billions of dollars in investment for: Lack of Industrial Ecosystem 	•	Engine production depends on a complex supply chain of: 	•	Foundries for high-grade steel/aluminum 	•	Specialized component manufacturers and so on",0,@thombahre1735,UCLg3dZuD35yl1fvViC0nJ-w,1750723200,8 days ago,False
